File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF005YUC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EEC	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										MAFF-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF040CRL/, /files/ENCFF356LFX/, /files/ENCFF772ZHK/, /files/ENCFF907GTV/	844086	ENCODE Processing Pipeline	1dabd7d49375cac9a6ede73a579069da		https://www.encodeproject.org/files/ENCFF005YUC/@@download/ENCFF005YUC.bed.gz				released	s3://encode-public/2020/12/26/82b646be-5a54-456c-92e5-16f1471f2d09/ENCFF005YUC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/82b646be-5a54-456c-92e5-16f1471f2d09/ENCFF005YUC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read length, low read depth		
ENCFF847HXU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIP	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF816APW/, /files/ENCFF595PNZ/, /files/ENCFF356LFX/	20167	ENCODE Processing Pipeline	caf70b2564697f300378b90ec7607867		https://www.encodeproject.org/files/ENCFF847HXU/@@download/ENCFF847HXU.bed.gz				released	s3://encode-public/2021/01/02/8ba71fce-8fca-426c-b70d-3a625eeaad77/ENCFF847HXU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/8ba71fce-8fca-426c-b70d-3a625eeaad77/ENCFF847HXU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, mild to moderate bottlenecking, low read depth		
ENCFF869OOK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DMQ	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										MYC-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF797MVP/, /files/ENCFF781HEB/, /files/ENCFF269WQR/	569988	ENCODE Processing Pipeline	e8ff20dae88a6e4f7b38af9f0fab22d9		https://www.encodeproject.org/files/ENCFF869OOK/@@download/ENCFF869OOK.bed.gz				released	s3://encode-public/2021/01/06/4dc39814-dead-41cb-af82-8145255f0ea7/ENCFF869OOK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/06/4dc39814-dead-41cb-af82-8145255f0ea7/ENCFF869OOK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read length, mild to moderate bottlenecking, low read depth		
ENCFF018FHH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BVG	TF ChIP-seq	/human-donors/ENCDO000ABD/	EFO:0003072	SK-N-SH	cell line	Homo sapiens										RXRA-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF499VYQ/, /files/ENCFF309OCP/, /files/ENCFF830FFS/, /files/ENCFF521HYH/, /files/ENCFF356LFX/, /files/ENCFF005AEA/, /files/ENCFF802NGE/	307236	ENCODE Processing Pipeline	6fd93c4d023640d1f5bf1972ae6a0e84		https://www.encodeproject.org/files/ENCFF018FHH/@@download/ENCFF018FHH.bed.gz				released	s3://encode-public/2020/07/06/9a66b80d-d21e-4b7d-85cc-73a47b094d61/ENCFF018FHH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/06/9a66b80d-d21e-4b7d-85cc-73a47b094d61/ENCFF018FHH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance, low read depth		
ENCFF973FKS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQK	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										ATF2-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF339NUH/, /files/ENCFF305BPN/, /files/ENCFF356LFX/, /files/ENCFF856BLZ/, /files/ENCFF691UEA/, /files/ENCFF463JZL/	477500	ENCODE Processing Pipeline	3fbcdf35e8c83d557eca5172716f4dee		https://www.encodeproject.org/files/ENCFF973FKS/@@download/ENCFF973FKS.bed.gz				released	s3://encode-public/2020/12/26/ff14552a-c47f-4e2f-b604-0fd64253d128/ENCFF973FKS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/ff14552a-c47f-4e2f-b604-0fd64253d128/ENCFF973FKS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, inconsistent platforms		
ENCFF945IST	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR918EFA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-859'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/126295/'], '@type': ['Target', 'Item'], 'name': 'ZNF57-human', 'label': 'ZNF57', '@id': '/targets/ZNF57-human/', 'title': 'ZNF57 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '460e205d-9412-4887-8cfd-a0c0e0545cf5', 'status': 'released'}				ZNF57-human	DNA				formaldehyde		2020-08-03	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF518BNZ/, /files/ENCFF781QKD/, /files/ENCFF174OKT/, /files/ENCFF356LFX/	41937	ENCODE Processing Pipeline	c063fcb672da982bcbbc174c2ed02a3a		https://www.encodeproject.org/files/ENCFF945IST/@@download/ENCFF945IST.bed.gz				released	s3://encode-public/2020/07/03/4b736dd4-e4f7-4c3a-abd4-12c74ff8d5fa/ENCFF945IST.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/03/4b736dd4-e4f7-4c3a-abd4-12c74ff8d5fa/ENCFF945IST.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF093KLR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR331HPA	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										GABPA-human	DNA						2014-06-30	ENCODE				1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF339NUH/, /files/ENCFF025AON/, /files/ENCFF305BPN/, /files/ENCFF526CAL/, /files/ENCFF691UEA/	257527	ENCODE Processing Pipeline	11412bed6e2135fce66a1de7da6f4241		https://www.encodeproject.org/files/ENCFF093KLR/@@download/ENCFF093KLR.bed.gz				released	s3://encode-public/2020/12/30/5fd3b09f-fe43-4a9f-b9c6-f753829e3809/ENCFF093KLR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/30/5fd3b09f-fe43-4a9f-b9c6-f753829e3809/ENCFF093KLR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, mild to moderate bottlenecking, inconsistent platforms, low read depth		
ENCFF880BEK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR691IQB	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/57659/'], '@type': ['Target', 'Item'], 'name': 'ZBTB4-human', 'label': 'ZBTB4', '@id': '/targets/ZBTB4-human/', 'title': 'ZBTB4 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '28d0833e-e67a-4519-b4cb-9ecaf09ca243', 'status': 'released'}				ZBTB4-human	DNA				formaldehyde		2022-01-20	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF434VSQ/, /files/ENCFF179VXV/, /files/ENCFF356LFX/, /files/ENCFF882LVZ/	37615	ENCODE Processing Pipeline	2e1f61bb2faf1cc626bd648f8fb0d470		https://www.encodeproject.org/files/ENCFF880BEK/@@download/ENCFF880BEK.bed.gz				released	s3://encode-public/2020/05/14/06b01441-c542-4861-bddc-4f53b9ea57fe/ENCFF880BEK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/05/14/06b01441-c542-4861-bddc-4f53b9ea57fe/ENCFF880BEK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.4.0 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF165QGE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR680OFU	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										EP300-human	DNA						2014-07-07	ENCODE			150-350	1, 2	1_1, 2_1							/files/ENCFF350CVX/, /files/ENCFF356LFX/, /files/ENCFF633TTB/, /files/ENCFF172RXS/, /files/ENCFF190YLP/	386010	ENCODE Processing Pipeline	4aa4e7f8e699afe1614cf50946597364		https://www.encodeproject.org/files/ENCFF165QGE/@@download/ENCFF165QGE.bed.gz				released	s3://encode-public/2020/12/03/96994eb7-c496-4af1-a834-efbf924114d4/ENCFF165QGE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/96994eb7-c496-4af1-a834-efbf924114d4/ENCFF165QGE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption, low read length, borderline replicate concordance, low read depth		
ENCFF894YJQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BUB	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens										CEBPB-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF149MYF/, /files/ENCFF356LFX/, /files/ENCFF131OTC/, /files/ENCFF634HDG/, /files/ENCFF342QZE/, /files/ENCFF715TRM/	529539	ENCODE Processing Pipeline	da77a354e02f35cbf5b62b5b38a64564		https://www.encodeproject.org/files/ENCFF894YJQ/@@download/ENCFF894YJQ.bed.gz				released	s3://encode-public/2020/12/26/9d6560dd-f879-4576-b3a6-cdcff5e19060/ENCFF894YJQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/9d6560dd-f879-4576-b3a6-cdcff5e19060/ENCFF894YJQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF345BDJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR408ZEE	TF ChIP-seq	/human-donors/ENCDO271OUW/	UBERON:0002369	adrenal gland	tissue	Homo sapiens										CTCF-human	DNA						2018-12-14	ENCODE		none, sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF539YXJ/, /files/ENCFF356LFX/, /files/ENCFF155MMC/	427055	ENCODE Processing Pipeline	e7e647af22bfdf096add1553298d0907		https://www.encodeproject.org/files/ENCFF345BDJ/@@download/ENCFF345BDJ.bed.gz				released	s3://encode-public/2020/09/23/ee7982a9-08f0-433c-a901-c9fbba6f73ff/ENCFF345BDJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/ee7982a9-08f0-433c-a901-c9fbba6f73ff/ENCFF345BDJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF817TGF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECB	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF862IJP/, /files/ENCFF356LFX/, /files/ENCFF666XTT/, /files/ENCFF972YCC/	391698	ENCODE Processing Pipeline	28cca779a487d94fa82022be5faf13e2		https://www.encodeproject.org/files/ENCFF817TGF/@@download/ENCFF817TGF.bed.gz				released	s3://encode-public/2020/12/26/02b2f47d-7eaa-4c59-9d81-747b3a05196d/ENCFF817TGF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/02b2f47d-7eaa-4c59-9d81-747b3a05196d/ENCFF817TGF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read length, low read depth		
ENCFF714RQM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BTD	TF ChIP-seq	/human-donors/ENCDO000ACV/	EFO:0005718	Ishikawa	cell line	Homo sapiens										SRF-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF562OZO/, /files/ENCFF403CIU/, /files/ENCFF288JUU/, /files/ENCFF938JBJ/, /files/ENCFF356LFX/	228607	ENCODE Processing Pipeline	f72872826bfe9038cf061ab2509d3700		https://www.encodeproject.org/files/ENCFF714RQM/@@download/ENCFF714RQM.bed.gz				released	s3://encode-public/2020/12/26/34d41f4e-c723-48c0-a82c-3667a5acd12b/ENCFF714RQM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/34d41f4e-c723-48c0-a82c-3667a5acd12b/ENCFF714RQM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read depth		
ENCFF712RNF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BRO	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										MYBL2-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF434VWY/, /files/ENCFF356LFX/, /files/ENCFF430MNY/, /files/ENCFF379RHD/, /files/ENCFF359FCS/, /files/ENCFF376TLM/	362313	ENCODE Processing Pipeline	3dd1b9bee5e723a4668964341d9db8ee		https://www.encodeproject.org/files/ENCFF712RNF/@@download/ENCFF712RNF.bed.gz				released	s3://encode-public/2020/12/26/174b7e00-8f72-437a-b8f1-d57040228e70/ENCFF712RNF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/174b7e00-8f72-437a-b8f1-d57040228e70/ENCFF712RNF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length, borderline replicate concordance		
ENCFF987QLI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BUN	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										TCF12-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF731WWK/, /files/ENCFF671SEQ/, /files/ENCFF310KKN/, /files/ENCFF153LTH/, /files/ENCFF066HOR/, /files/ENCFF356LFX/, /files/ENCFF463DEH/	204806	ENCODE Processing Pipeline	b04c896ae7d0ae11918938e6937cad21		https://www.encodeproject.org/files/ENCFF987QLI/@@download/ENCFF987QLI.bed.gz				released	s3://encode-public/2020/12/26/17c185ec-6834-4c25-92c8-81738fe7a880/ENCFF987QLI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/17c185ec-6834-4c25-92c8-81738fe7a880/ENCFF987QLI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth		
ENCFF828VJU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR401KRN	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1	1_1							/files/ENCFF968GDZ/, /files/ENCFF635YRM/, /files/ENCFF356LFX/	407094	ENCODE Processing Pipeline	0401acfc895a88c431ec4e3a76cf3031		https://www.encodeproject.org/files/ENCFF828VJU/@@download/ENCFF828VJU.bed.gz				released	s3://encode-public/2020/09/23/3255e19c-5cb4-4232-9304-e272c8e8f15d/ENCFF828VJU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/3255e19c-5cb4-4232-9304-e272c8e8f15d/ENCFF828VJU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF605XYC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000FCB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										MITF-human	DNA						2014-07-07	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF115SBT/, /files/ENCFF164XLN/, /files/ENCFF088DMI/, /files/ENCFF318XIW/	131430	ENCODE Processing Pipeline	339102905c609b5e15eef0d8b331d99e		https://www.encodeproject.org/files/ENCFF605XYC/@@download/ENCFF605XYC.bed.gz				released	s3://encode-public/2021/02/04/a7aaaa18-ec98-446c-8c62-470b6dc31d06/ENCFF605XYC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/a7aaaa18-ec98-446c-8c62-470b6dc31d06/ENCFF605XYC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF191GQE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BUE	TF ChIP-seq	/human-donors/ENCDO000ACV/	EFO:0005718	Ishikawa	cell line	Homo sapiens										EP300-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF646PKB/, /files/ENCFF403CIU/, /files/ENCFF938JBJ/, /files/ENCFF356LFX/, /files/ENCFF311JZC/	403668	ENCODE Processing Pipeline	f7423f55fe68a659b6b36ddc4e1acdc7		https://www.encodeproject.org/files/ENCFF191GQE/@@download/ENCFF191GQE.bed.gz				released	s3://encode-public/2020/12/26/5bcd3e98-990c-44a0-a0c3-ba035f7c9ef9/ENCFF191GQE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/5bcd3e98-990c-44a0-a0c3-ba035f7c9ef9/ENCFF191GQE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance		
ENCFF837NNR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EFX	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										MAZ-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF458AQI/, /files/ENCFF787VTA/, /files/ENCFF396DTD/	720608	ENCODE Processing Pipeline	0f46e360910a07090b382856ea784738		https://www.encodeproject.org/files/ENCFF837NNR/@@download/ENCFF837NNR.bed.gz				released	s3://encode-public/2020/12/25/fccdc282-a2d1-43b0-94c0-14ca593f743f/ENCFF837NNR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/25/fccdc282-a2d1-43b0-94c0-14ca593f743f/ENCFF837NNR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, borderline replicate concordance		
ENCFF762CYI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR494TDU	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NRF1-human	DNA						2014-07-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF936FZX/, /files/ENCFF202QRB/, /files/ENCFF356LFX/, /files/ENCFF844ZNZ/, /files/ENCFF822ODT/	584046	ENCODE Processing Pipeline	b9052da9ef7a6249fa029381b1a9bbc9		https://www.encodeproject.org/files/ENCFF762CYI/@@download/ENCFF762CYI.bed.gz				released	s3://encode-public/2020/12/04/9596a76f-6db9-4902-9f4a-92915ad08a15/ENCFF762CYI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/04/9596a76f-6db9-4902-9f4a-92915ad08a15/ENCFF762CYI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF647OBG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR830LDY	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:MEIS2'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4212/'], '@type': ['Target', 'Item'], 'label': 'MEIS2', 'title': 'MEIS2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c96db038-5225-49df-bd0a-d212d7e0bd57', 'schema_version': '14', 'name': 'MEIS2-human', '@id': '/targets/MEIS2-human/', 'status': 'released'}				MEIS2-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF979HDL/, /files/ENCFF721XPX/, /files/ENCFF657NDS/, /files/ENCFF356LFX/	375585	ENCODE Processing Pipeline	75bb46871c376c14aafd8ad338153606		https://www.encodeproject.org/files/ENCFF647OBG/@@download/ENCFF647OBG.bed.gz				released	s3://encode-public/2021/08/02/66d122bb-33e6-4b19-943c-965d3d8ad428/ENCFF647OBG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/02/66d122bb-33e6-4b19-943c-965d3d8ad428/ENCFF647OBG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF032VPU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EUZ	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens										TRIM28-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF633MRF/, /files/ENCFF493CYY/, /files/ENCFF484FRO/, /files/ENCFF356LFX/	516612	ENCODE Processing Pipeline	a071e159b719714db84c295ab4d43b82		https://www.encodeproject.org/files/ENCFF032VPU/@@download/ENCFF032VPU.bed.gz				released	s3://encode-public/2020/12/27/bae0f1a4-14a1-41d7-94e6-42b108fdf2f9/ENCFF032VPU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/bae0f1a4-14a1-41d7-94e6-42b108fdf2f9/ENCFF032VPU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	control low read depth, low read length, borderline replicate concordance		
ENCFF279OML	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ECI	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										ELK1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF195GGY/, /files/ENCFF989ZLF/, /files/ENCFF336STH/	115035	ENCODE Processing Pipeline	4702dc21906c7fb21b3caa2bbe9a6c29		https://www.encodeproject.org/files/ENCFF279OML/@@download/ENCFF279OML.bed.gz				released	s3://encode-public/2021/01/02/b0519fa6-2485-41f7-b380-73416209c542/ENCFF279OML.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/02/b0519fa6-2485-41f7-b380-73416209c542/ENCFF279OML.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, borderline replicate concordance, low read depth		
