	Chrom	Start	End	Strand	Site Selection Category	Cluster ID	Site Delta	Site Std	Intercept	r Age	r Sex	r CT-PC1	r CT-PC2	r Age / Std	r Sex / Std	r CT-PC1 / Std	r CT-PC2 / Std
cg04434593	chr11	67139545	67139546	-	Mixed	4	0.4276865517051194	0.08234854766032718	0.47569554289148375	-0.21395468368991244	-0.030790103632068994	-0.22433280674287517	-0.14266270715645618	-2.5981597704969457	-0.37389977731085905	-2.724186559648961	-1.7324252972245968
cg04940570	chr11	12696757	12696758	-	Age	7	0.36047257718366327	0.04774788613569911	0.014355158673435078	0.15306003480725686	-0.018058093348452323	-0.03994406679858157	0.07323303574051564	3.2055876645986268	-0.3781967079575286	-0.8365619932380012	1.5337440391054786
cg05093315	chr11	18127957	18127958	-	Age	6	0.517237497610181	0.06741290043034028	0.8487805901774691	-0.23469645283863366	-0.0066175440960833005	0.0005901820936025661	-0.015382495115114914	-3.481476858886266	-0.09816435806558127	0.008754735218853527	-0.22818325597798741
cg05620821	chr11	67777617	67777618	-	Mixed	5	0.3093619026227168	0.054854611204327955	0.37556420315310757	-0.07018342818758617	-0.022229643922288045	-0.15882134967913458	-0.25446016533294813	-1.2794444559302391	-0.405246586098019	-2.8953144720603508	-4.638810844636368
cg08160331	chr11	75140864	75140865	+	Age	7	0.490607774424084	0.06384836110634289	0.339527256252081	0.2319487343886891	-0.01956499847214594	0.06362392388351099	-0.0037375296397503203	3.6328063926710037	-0.30642914137701016	0.996484839721131	-0.05853759712837833
cg24904788	chr11	45114841	45114842	+	Mixed	5	0.3665016701407789	0.06893756022602066	0.47740537667595184	-0.03807262510605628	-0.03916040849852703	-0.22875531379435007	-0.3479556458201605	-0.5522769442555014	-0.5680561999893033	-3.318297210466201	-5.047402964064048
cg12142865	chr12	112211992	112211993	+	Mixed	4	0.3934661981353976	0.07008172255112267	0.43976223327101	-0.17307258337423537	-0.03426556235874262	-0.19677009188762856	-0.1552488530284893	-2.469582325805187	-0.48893721660090245	-2.807723393843384	-2.215254525389834
cg24235581	chr12	58290451	58290452	+	Cell Type PC2	8	0.37199975797553153	0.07709952847177648	-0.0009232236731691185	0.0927234729794612	-0.01985059020104099	-0.17596801388172384	0.3832477365564188	1.2026464339973766	-0.2574670765763194	-2.2823487687883817	4.9708181639102085
cg05404236	chr13	110437092	110437093	-	Age	7	0.5859639818382947	0.13672048839320983	0.05174636725769369	0.4711308147096359	-0.041419707898187635	-0.06046426748878893	0.13512826377834367	3.4459415720828748	-0.3029517257067137	-0.44224730469725165	0.9883541623235949
cg22104744	chr13	114829832	114829833	-	Mixed	5	0.4086774244537365	0.06933893166248699	0.5159936830975738	-0.09573881395108268	-0.04810704175080649	-0.13029947725489094	-0.28996106915021236	-1.3807367903661871	-0.6937955431008299	-1.8791676498440222	-4.1817931456115005
cg26685941	chr13	95952901	95952902	-	Age	4	0.6337419479291149	0.11337240936703008	0.5417237141230856	-0.40663509424748445	-0.05346267181642966	-0.16056937713193287	-0.09475691871975395	-3.586720054004059	-0.47156686635590883	-1.4163002976509749	-0.8358022842488013
cg04875128	chr15	31775894	31775895	-	Age	7	0.5679187855917616	0.1149718334600478	0.009326294817628006	0.4582507202078512	-0.026111160027088867	0.011598064767321344	-0.09993350286210498	3.985765090604485	-0.2271091904971871	0.10087744465997073	-0.8691998714348712
cg08165960	chr15	101777799	101777800	+	Mixed	3	0.49374075022450736	0.08970243015494654	0.6590549976542752	-0.08942053762237111	-0.05376056423569825	-0.3951839314810458	-0.21505773539954393	-0.9968574705045503	-0.5993211571061733	-4.405498611335601	-2.3974571817961476
cg20357538	chr15	101777760	101777761	-	Mixed	3	0.531358066289633	0.10192245371045693	0.6997631547733274	-0.11579589946412883	-0.05427338507484586	-0.4303369818890823	-0.29129354261809126	-1.1361176585591612	-0.5324968453862643	-4.222199978736688	-2.8579918557063295
cg24369989	chr15	78933806	78933807	-	Age	7	0.508628499316056	0.07032419899732094	0.4798699165882101	0.23130716297911202	0.020906914848874643	-0.0482600254608846	0.07391477954997784	3.2891546050588345	0.2972933235922262	-0.6862506242370867	1.0510575392802368
cg03000848	chr16	396163	396164	-	Cell Type PC2	2	0.47942360514742105	0.0886350685002809	0.8766437086687456	-0.08990967315632026	0.005207090345842658	0.2956381769999326	-0.450725115747004	-1.0143803652166785	0.05874751871857758	3.335453810801711	-5.0851781735304415
cg04416734	chr16	30075191	30075192	-	Age	6	0.39372726380329626	0.06183001197057377	0.3491831166210129	-0.20134687381719804	-0.03998868124462568	0.012970935538275254	-0.09823867995973777	-3.256458593490542	-0.6467519570214082	0.20978381088537393	-1.5888510583904085
cg04503319	chr16	89368366	89368367	-	Age	4	0.528475527153009	0.09139692936137837	0.8534024699119033	-0.31870390644964885	0.01007590974704137	-0.11053604759001458	-0.02046906271983144	-3.487030786225994	0.11024341646317005	-1.2094065781243175	-0.223957881986362
cg07861456	chr16	75654251	75654252	+	Mixed	3	0.6014449966785596	0.10167354245257207	0.7036755029153081	-0.1295850345663095	-0.057676029038913335	-0.3717736554788675	-0.2991930054775219	-1.2745207006705541	-0.5672668390187903	-3.6565427594134405	-2.9426830054346467
cg08618878	chr16	89261115	89261116	-	Mixed	3	0.3334917543875493	0.04783727628026025	0.36064999808695875	-0.07094455183389624	-0.04012753846137482	-0.13397451443667158	-0.10690786746608129	-1.4830391140636712	-0.8388340972066002	-2.8006300704029696	-2.234823463605016
cg00460916	chr17	3698238	3698239	+	Cell Type PC2	2	0.3695399453174161	0.05394656227001606	0.9507401646814486	-0.032834641938700095	0.004016660268483047	0.16997909011760645	-0.29622877575097983	-0.6086512385044015	0.07445627857394611	3.1508789988659243	-5.491152045394117
cg05064683	chr17	20326540	20326541	+	Mixed	3	0.361890234387723	0.05965836449379719	0.5050184863478596	-0.0823945238062658	-0.05298546615998398	-0.16282853912739223	-0.17302162462728293	-1.381105977433098	-0.8881481517230161	-2.72934969821913	-2.9002073069782592
cg06650256	chr17	72527723	72527724	-	Mixed	3	0.5227059584109648	0.09260063400351937	0.572140112413082	-0.17752656109895948	-0.02269033335277909	-0.2739768110968384	-0.38522811943185103	-1.917120363260282	-0.2450343196561346	-2.9586926055649436	-4.160102396461023
cg08999812	chr17	80740949	80740950	-	Mixed	3	0.4184983803499097	0.07653949856682178	0.48200901523856754	-0.12108535902670199	-0.04970199332699307	-0.26590594631841136	-0.17976502044443587	-1.5819983315018722	-0.649363978829851	-3.474100971360111	-2.34865688710378
cg19003337	chr17	39780835	39780836	+	Mixed	3	0.4410017067622661	0.08054322753632794	0.5919861124634511	-0.11961194083287874	-0.060884568736970235	-0.2918889001549267	-0.13575304694383986	-1.48506515683059	-0.7559241242165156	-3.6240030240068806	-1.6854681777261815
cg20273670	chr17	21356244	21356245	-	Age	7	0.553153669729683	0.08311020566465745	0.3829861147392013	0.30854819495689567	-0.0032821573739959097	-0.00018251807910424746	0.025057429111162967	3.712518727265111	-0.039491628588180054	-0.002196097069482565	0.3014964156419916
cg24457026	chr17	42426017	42426018	-	Mixed	5	0.363684224218076	0.06314214093053694	0.5718698957191515	-0.08062883701256533	-0.04045923411159419	-0.1608356645169286	-0.2783379558411802	-1.276941767008908	-0.6407643693314683	-2.547200049707927	-4.408117174034081
cg27470213	chr17	76967694	76967695	-	Age	6	0.3635359804513626	0.06410658401141876	0.27564660018710463	-0.20191318847178866	-0.021541418921558572	0.01684547077157693	-0.11123174095692667	-3.149648223898868	-0.3360250628503553	0.26277286539829336	-1.735106349405763
cg16270399	chr18	74257893	74257894	+	Mixed	3	0.5998766257746483	0.10593909642260513	0.7335519005292492	-0.13508000058576644	-0.0577231238283899	-0.500542141612669	-0.15799669846124756	-1.2750722362867282	-0.5448708340698385	-4.724810372328832	-1.4913917882684005
cg19283806	chr18	66389419	66389420	+	Age	6	0.8610809175009523	0.1481949587417421	0.6179187768855829	-0.589789751919577	-0.05559329106413641	0.05860043396106131	-0.07309833011803706	-3.979823314687768	-0.3751361823381475	0.3954279852608462	-0.49325787286344064
cg01542019	chr19	14673052	14673053	-	Age	6	0.788864481587908	0.1126985133230743	0.7941696007919241	-0.3555600505767728	-0.0008269641226146124	0.02717098645541932	-0.16142135443057226	-3.154966645899615	-0.0073378441137368295	0.24109445328287427	-1.432329049166989
cg04295144	chr19	10407183	10407184	-	Age	7	0.8821230902558763	0.14592999048626548	0.2953419006401271	0.4945989187995311	-0.0034618905414488532	0.033186701868276824	0.08444861920231177	3.3892890498480597	-0.023722954616204654	0.22741522669666905	0.5786926931257481
cg04727071	chr19	4061358	4061359	-	Mixed	3	0.501860707493113	0.09230077487424782	0.6493974459876015	-0.16177955231685753	-0.04896177957741482	-0.26945563193914257	-0.349981843319768	-1.7527431653446985	-0.5304590307515966	-2.9193214499689044	-3.7917541190373467
cg07785717	chr19	54485320	54485321	+	Age	7	0.5905477896103761	0.0773546013709973	0.5269807153134358	0.2590607246659742	0.02319626447356015	0.03042367322646504	0.04513147825587501	3.349002128826228	0.2998692264253225	0.3933014027252404	0.5834362462734666
cg10761804	chr19	1865011	1865012	+	Cell Type PC2	5	0.3318749789250848	0.05628183241049235	0.36357562909625274	-0.09232364502688477	-0.014714375581675071	-0.1293294875213338	-0.2737631399066924	-1.640380937733529	-0.26144094730881473	-2.297890491163602	-4.864147597576372
cg12011479	chr19	51873044	51873045	-	Cell Type PC2	2	0.2782128342002179	0.044264341209242955	0.9262946324805755	-0.028969902652112068	0.01259641225464106	0.14048484377246206	-0.2299583790039203	-0.6544749534431744	0.2845724551755165	3.173770125898249	-5.195115813807754
cg14556683	chr19	15342981	15342982	-	Age	7	0.43640311265197174	0.07954095572484234	0.12345031593551004	0.28496413390305025	-0.04737253296040611	0.06332832305920688	0.08432064318246729	3.582608874965402	-0.5955740980066029	0.7961725186994214	1.0600908980042862
cg14679780	chr19	4059524	4059525	-	Cell Type PC2	2	0.524860162102364	0.0740250480602531	0.8615268525453562	-0.0954138711155037	-0.0037508294690139776	0.1664730201124734	-0.3662992494281167	-1.288940346757236	-0.05066973365503213	2.248874191570558	-4.948314915377905
cg19344626	chr19	16830748	16830749	-	Age	4	0.595667290209719	0.11335277947598627	1.0122284303996634	-0.40325248131391145	-0.003889156358822657	-0.13004499910308245	0.013030578813135714	-3.5574997205899157	-0.03431019845125697	-1.1472590235922042	0.11495597084936268
cg22065498	chr19	51871890	51871891	-	Cell Type PC2	5	0.312622094562363	0.051876473216870805	0.4607176996217767	-0.01306588034634323	-0.04766026561577741	-0.06521826337438308	-0.3062247791285368	-0.2518652394067155	-0.9187260170237972	-1.2571838317099278	-5.9029606320452235
cg18059369	chr20	44543172	44543173	+	Mixed	3	0.5419255593545123	0.0854871879773313	0.5982065980628986	-0.10028646974596947	-0.050277839646901135	-0.40481992156331886	-0.13029024411690504	-1.1731169561053114	-0.5881330388389117	-4.735445522791851	-1.5240908865952427
cg22604777	chrX	55479356	55479357	+	Sex	1	0.7541252732186741	0.23707832094181666	0.018378167554946978	1.0795389740113494e-05	0.4812066999221531	0.02366279976376265	0.017790069225673888	4.553511977488182e-05	2.0297372531175046	0.09981005293845459	0.07503878530521521
cg00359365	chr1	26880546	26880547	+	Mixed	3	0.4254605393519817	0.0726007066261785	0.49326912234465203	-0.1282532921715366	-0.009667400701788065	-0.21434162194438272	-0.32527082039245503	-1.7665570781826356	-0.13315849323017712	-2.9523352031272796	-4.480270723359162
cg00571483	chr1	59046172	59046173	-	Mixed	3	0.3414021132886055	0.05601106422355935	0.44244428053048074	-0.10982968421231135	-0.01607483345547811	-0.1385177142404802	-0.2367794028214153	-1.9608569437985224	-0.286993894479811	-2.473041999123754	-4.227368397721342
cg01437204	chr1	202130343	202130344	+	Mixed	3	0.40404417214348576	0.07121348701750733	0.4816862060992756	-0.15543523691048247	-0.010636093291213788	-0.1764099819617968	-0.28694216304104864	-2.182665719939677	-0.14935504125221363	-2.4771990440297866	-4.029323307402514
cg01557798	chr1	228400627	228400628	-	Age	7	0.381840730754284	0.06345374928792578	0.13599548114390164	0.21572972265312604	-0.013504092253659748	0.11567740011218507	0.016379763339366003	3.399794733550534	-0.21281787766998597	1.8230191503309103	0.2581370450631954
cg01974375	chr1	151298953	151298954	+	Age	6	0.3741491146446126	0.05374262036747088	0.3376104486859751	-0.1904231105374469	-0.03143125905515063	0.05175833050054272	-0.06914763082428654	-3.543242016027664	-0.5848479073077579	0.9630779099835407	-1.286644200663873
cg02497700	chr1	244213357	244213358	-	Cell Type PC2	8	0.3631458492095619	0.04159620484900586	0.037517823488214475	0.04361977539285498	-0.009162518912918555	-0.10886852732314029	0.20976731622810166	1.0486479608222594	-0.22027295389515653	-2.6172706793404066	5.042943628861252
cg02956542	chr1	153321420	153321421	+	Mixed	3	0.43742825725315926	0.06933389688365271	0.5722900141738744	-0.09231372552304995	-0.019247842528436365	-0.2948590418760574	-0.2225332139387347	-1.3314371421811044	-0.2776108569338838	-4.252740075620618	-3.2095875746341145
cg03725309	chr1	109757584	109757585	+	Age	4	0.3982015226626826	0.06844908009728475	0.4070120316915286	-0.21367722449432872	-0.01992093310482651	-0.1337820500851411	-0.15412931075339042	-3.1216960723304874	-0.29103288278693373	-1.9544755005472747	-2.2517367732967455
cg04244970	chr1	160708986	160708987	-	Cell Type PC2	5	0.4391810435072024	0.06729446291916191	0.4616668585221474	-0.058776549991758104	-0.00818578938535941	-0.20320023860298966	-0.3705658623491818	-0.8734232720211167	-0.12164135101564989	-3.0195684724772347	-5.5066322885187065
cg04437762	chr1	154380178	154380179	+	Cell Type PC2	8	0.38375419012366163	0.0471198484874905	0.1893075330364309	-0.008259465817401286	-0.025294675576144843	-0.13535391869935223	0.27549175841956575	-0.17528634073587973	-0.5368157239058216	-2.8725457115017328	5.846618086913077
cg04444949	chr1	11795745	11795746	-	Mixed	3	0.29194689430038334	0.046565537777930786	0.4181755933683522	-0.10217307458465714	-0.018786567280259625	-0.1512442309267169	-0.12205638515121459	-2.194177914832993	-0.40344358031151756	-3.2479863466410435	-2.621174176776325
cg04505750	chr1	12774814	12774815	+	Mixed	3	0.43414326719187935	0.06947491082604029	0.5603912620292284	-0.08333598219149287	-0.028874133690144466	-0.25138708140487753	-0.24866610534768968	-1.1995118986213542	-0.4156051925340793	-3.618386528545981	-3.5792216555747736
cg04577212	chr1	32179861	32179862	-	Age	4	0.2433055843565319	0.04184099652922372	0.2809314661335308	-0.11339286837704848	-0.010958218475425219	-0.07471457026695055	-0.11564685622071653	-2.7100900500266425	-0.26190146947794335	-1.7856785560727835	-2.7639603693459676
cg05308819	chr1	155959155	155959156	-	Age	4	0.348183490210983	0.047295597120073224	0.6406409056586785	-0.1762072062396327	0.0007989513112875747	-0.04430873620211344	-0.011236220785957825	-3.7256577138096167	0.01689272067459496	-0.9368469561685246	-0.2375743508942599
cg05926640	chr1	235091186	235091187	+	Mixed	3	0.2530580014613637	0.04237254257488712	0.34131303801840784	-0.06381769452178754	-0.013253307174692974	-0.12873451952800286	-0.1746629545905133	-1.5061096324111143	-0.3127805500760248	-3.0381589516485557	-4.1220786853142615
cg06335143	chr1	53308653	53308654	-	Age	7	0.4213188844761956	0.05082306189611648	0.10679712322080592	0.17574572908711475	-0.01932512848613236	0.07570508385446482	0.01668349290735761	3.4579917567017726	-0.3802432943853987	1.48958132450201	0.32826619028698145
cg06358171	chr1	54822007	54822008	-	Cell Type PC2	8	0.7153845859223615	0.08841042827088116	0.280175339008335	0.09383947617598747	-0.022504582399800882	-0.2763822531733091	0.4512272070244321	1.061407325032656	-0.25454669590389245	-3.1261272971837677	5.103778093257446
cg06834507	chr1	200876956	200876957	+	Mixed	3	0.332697689033654	0.05286863203130526	0.5008145105746918	-0.06131415513509454	-0.014665720326722448	-0.20962051949412136	-0.19796646487396058	-1.1597454441187056	-0.2773992774777753	-3.964931783557368	-3.7444975833068295
cg07178825	chr1	3649573	3649574	+	Age	7	0.4805785525223997	0.05044698007172264	0.2070117966687793	0.15982434877283394	-0.008584052062344194	0.07446076187522048	0.06264187633969551	3.168164844468486	-0.17015987974185726	1.4760202051610705	1.2417368938762015
cg07837085	chr1	160708989	160708990	-	Cell Type PC2	5	0.49414110310328724	0.0754860662534494	0.5353765832168186	-0.059108142725178725	-0.0020604677596825494	-0.17479910399130927	-0.41393190639128397	-0.7830338188072918	-0.027296001261536057	-2.31564727991534	-5.483553812454348
